Key,Category,Type (observed),คำอธิบายสำหรับ End User,ความหมาย (TH),หลักฐานใน repo
seg_recently_lapsed_8_14d_dormant_share_cold_start_increase,Segment Delta,boolean,สัดส่วนไม่เคลื่อนไหว ผู้ใช้ที่เพิ่งหลุด 8-14 วัน เพิ่มจาก 0,ธง cold-start ของ seg_recently_lapsed_8_14d_dormant_share (True เมื่อ prev==0 และ current>0),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_recently_lapsed_8_14d_dormant_share_delta,Segment Delta,number,สัดส่วนไม่เคลื่อนไหว ผู้ใช้ที่เพิ่งหลุด 8-14 วัน เปลี่ยนแปลง,ค่าเปลี่ยนแปลงของ seg_recently_lapsed_8_14d_dormant_share เทียบ window ก่อนหน้า (current - prev),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_recently_lapsed_8_14d_dormant_share_prev,Segment Delta,number,สัดส่วนไม่เคลื่อนไหว ผู้ใช้ที่เพิ่งหลุด 8-14 วัน ค่าเดิม,ค่า seg_recently_lapsed_8_14d_dormant_share ของ window ก่อนหน้า (shift=1 ภายในกลุ่ม brand_id+window_size),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_recently_lapsed_8_14d_dormant_share_wow_pct,Segment Delta,null/unknown,สัดส่วนไม่เคลื่อนไหว ผู้ใช้ที่เพิ่งหลุด 8-14 วัน %เทียบก่อน,เปอร์เซ็นต์เปลี่ยนของ seg_recently_lapsed_8_14d_dormant_share เทียบ window ก่อนหน้า (delta/prev เมื่อ prev!=0; ไม่เช่นนั้นเป็น null),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_recently_lapsed_8_14d_gmv_net,Segment KPI,number,GMV สุทธิ ผู้ใช้ที่เพิ่งหลุด 8-14 วัน,ผลรวม GMV สุทธิของผู้ใช้ในเซกเมนต์ recently_lapsed_8_14d ภายใน window,src/segments.py::compute_segment_kpis
seg_recently_lapsed_8_14d_gmv_net_cold_start_increase,Segment Delta,boolean,GMV สุทธิ ผู้ใช้ที่เพิ่งหลุด 8-14 วัน เพิ่มจาก 0,ธง cold-start ของ seg_recently_lapsed_8_14d_gmv_net (True เมื่อ prev==0 และ current>0),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_recently_lapsed_8_14d_gmv_net_delta,Segment Delta,number,GMV สุทธิ ผู้ใช้ที่เพิ่งหลุด 8-14 วัน เปลี่ยนแปลง,ค่าเปลี่ยนแปลงของ seg_recently_lapsed_8_14d_gmv_net เทียบ window ก่อนหน้า (current - prev),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_recently_lapsed_8_14d_gmv_net_prev,Segment Delta,number,GMV สุทธิ ผู้ใช้ที่เพิ่งหลุด 8-14 วัน ค่าเดิม,ค่า seg_recently_lapsed_8_14d_gmv_net ของ window ก่อนหน้า (shift=1 ภายในกลุ่ม brand_id+window_size),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_recently_lapsed_8_14d_gmv_net_wow_pct,Segment Delta,number,GMV สุทธิ ผู้ใช้ที่เพิ่งหลุด 8-14 วัน %เทียบก่อน,เปอร์เซ็นต์เปลี่ยนของ seg_recently_lapsed_8_14d_gmv_net เทียบ window ก่อนหน้า (delta/prev เมื่อ prev!=0; ไม่เช่นนั้นเป็น null),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_recently_lapsed_8_14d_redeem_rate,Segment KPI,number,อัตราแลก ผู้ใช้ที่เพิ่งหลุด 8-14 วัน,redeem proxy rate ของเซกเมนต์ recently_lapsed_8_14d ใน window (redeem_count/activity_count),src/segments.py::compute_segment_kpis
seg_recently_lapsed_8_14d_redeem_rate_cold_start_increase,Segment Delta,boolean,อัตราแลก ผู้ใช้ที่เพิ่งหลุด 8-14 วัน เพิ่มจาก 0,ธง cold-start ของ seg_recently_lapsed_8_14d_redeem_rate (True เมื่อ prev==0 และ current>0),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_recently_lapsed_8_14d_redeem_rate_delta,Segment Delta,number,อัตราแลก ผู้ใช้ที่เพิ่งหลุด 8-14 วัน เปลี่ยนแปลง,ค่าเปลี่ยนแปลงของ seg_recently_lapsed_8_14d_redeem_rate เทียบ window ก่อนหน้า (current - prev),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_recently_lapsed_8_14d_redeem_rate_prev,Segment Delta,number,อัตราแลก ผู้ใช้ที่เพิ่งหลุด 8-14 วัน ค่าเดิม,ค่า seg_recently_lapsed_8_14d_redeem_rate ของ window ก่อนหน้า (shift=1 ภายในกลุ่ม brand_id+window_size),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_recently_lapsed_8_14d_redeem_rate_wow_pct,Segment Delta,number,อัตราแลก ผู้ใช้ที่เพิ่งหลุด 8-14 วัน %เทียบก่อน,เปอร์เซ็นต์เปลี่ยนของ seg_recently_lapsed_8_14d_redeem_rate เทียบ window ก่อนหน้า (delta/prev เมื่อ prev!=0; ไม่เช่นนั้นเป็น null),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_recently_lapsed_8_14d_share,Segment KPI,number,สัดส่วนผู้ใช้ ผู้ใช้ที่เพิ่งหลุด 8-14 วัน,สัดส่วนผู้ใช้ของเซกเมนต์ recently_lapsed_8_14d เทียบกับ population ใน window (share = n_seg / pop_count),src/segments.py::compute_segment_kpis
seg_recently_lapsed_8_14d_transactions,Segment KPI,number,จำนวนธุรกรรม ผู้ใช้ที่เพิ่งหลุด 8-14 วัน,ผลรวมจำนวนธุรกรรมของผู้ใช้ในเซกเมนต์ recently_lapsed_8_14d ภายใน window,src/segments.py::compute_segment_kpis
seg_recently_lapsed_8_14d_transactions_cold_start_increase,Segment Delta,boolean,จำนวนธุรกรรม ผู้ใช้ที่เพิ่งหลุด 8-14 วัน เพิ่มจาก 0,ธง cold-start ของ seg_recently_lapsed_8_14d_transactions (True เมื่อ prev==0 และ current>0),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_recently_lapsed_8_14d_transactions_delta,Segment Delta,number,จำนวนธุรกรรม ผู้ใช้ที่เพิ่งหลุด 8-14 วัน เปลี่ยนแปลง,ค่าเปลี่ยนแปลงของ seg_recently_lapsed_8_14d_transactions เทียบ window ก่อนหน้า (current - prev),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_recently_lapsed_8_14d_transactions_prev,Segment Delta,number,จำนวนธุรกรรม ผู้ใช้ที่เพิ่งหลุด 8-14 วัน ค่าเดิม,ค่า seg_recently_lapsed_8_14d_transactions ของ window ก่อนหน้า (shift=1 ภายในกลุ่ม brand_id+window_size),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_recently_lapsed_8_14d_transactions_wow_pct,Segment Delta,number,จำนวนธุรกรรม ผู้ใช้ที่เพิ่งหลุด 8-14 วัน %เทียบก่อน,เปอร์เซ็นต์เปลี่ยนของ seg_recently_lapsed_8_14d_transactions เทียบ window ก่อนหน้า (delta/prev เมื่อ prev!=0; ไม่เช่นนั้นเป็น null),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_recently_lapsed_8_14d_users,Segment KPI,number,จำนวนผู้ใช้ ผู้ใช้ที่เพิ่งหลุด 8-14 วัน,จำนวนผู้ใช้ในเซกเมนต์ recently_lapsed_8_14d ภายใน window (n_seg),src/segments.py::compute_segment_kpis
seg_recently_lapsed_8_14d_users_cold_start_increase,Segment Delta,boolean,จำนวนผู้ใช้ ผู้ใช้ที่เพิ่งหลุด 8-14 วัน เพิ่มจาก 0,ธง cold-start ของ seg_recently_lapsed_8_14d_users (True เมื่อ prev==0 และ current>0),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_recently_lapsed_8_14d_users_delta,Segment Delta,number,จำนวนผู้ใช้ ผู้ใช้ที่เพิ่งหลุด 8-14 วัน เปลี่ยนแปลง,ค่าเปลี่ยนแปลงของ seg_recently_lapsed_8_14d_users เทียบ window ก่อนหน้า (current - prev),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_recently_lapsed_8_14d_users_prev,Segment Delta,number,จำนวนผู้ใช้ ผู้ใช้ที่เพิ่งหลุด 8-14 วัน ค่าเดิม,ค่า seg_recently_lapsed_8_14d_users ของ window ก่อนหน้า (shift=1 ภายในกลุ่ม brand_id+window_size),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_recently_lapsed_8_14d_users_wow_pct,Segment Delta,number,จำนวนผู้ใช้ ผู้ใช้ที่เพิ่งหลุด 8-14 วัน %เทียบก่อน,เปอร์เซ็นต์เปลี่ยนของ seg_recently_lapsed_8_14d_users เทียบ window ก่อนหน้า (delta/prev เมื่อ prev!=0; ไม่เช่นนั้นเป็น null),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_redeemers_activity_completion_rate,Segment KPI,number,อัตราทำกิจกรรมสำเร็จ กลุ่มผู้แลกรับ,completion rate ของเซกเมนต์ redeemers ใน window (completed/activity_count),src/segments.py::compute_segment_kpis
seg_redeemers_activity_completion_rate_cold_start_increase,Segment Delta,boolean,อัตราทำกิจกรรมสำเร็จ กลุ่มผู้แลกรับ เพิ่มจาก 0,ธง cold-start ของ seg_redeemers_activity_completion_rate (True เมื่อ prev==0 และ current>0),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_redeemers_activity_completion_rate_delta,Segment Delta,number,อัตราทำกิจกรรมสำเร็จ กลุ่มผู้แลกรับ เปลี่ยนแปลง,ค่าเปลี่ยนแปลงของ seg_redeemers_activity_completion_rate เทียบ window ก่อนหน้า (current - prev),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_redeemers_activity_completion_rate_prev,Segment Delta,number,อัตราทำกิจกรรมสำเร็จ กลุ่มผู้แลกรับ ค่าเดิม,ค่า seg_redeemers_activity_completion_rate ของ window ก่อนหน้า (shift=1 ภายในกลุ่ม brand_id+window_size),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_redeemers_activity_completion_rate_wow_pct,Segment Delta,number,อัตราทำกิจกรรมสำเร็จ กลุ่มผู้แลกรับ %เทียบก่อน,เปอร์เซ็นต์เปลี่ยนของ seg_redeemers_activity_completion_rate เทียบ window ก่อนหน้า (delta/prev เมื่อ prev!=0; ไม่เช่นนั้นเป็น null),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_redeemers_dormant_share,Segment KPI,number,สัดส่วนไม่เคลื่อนไหว กลุ่มผู้แลกรับ,สัดส่วนผู้ใช้ของเซกเมนต์ redeemers_dormant เทียบกับ population ใน window (share = n_seg / pop_count),src/segments.py::compute_segment_kpis
seg_redeemers_dormant_share_cold_start_increase,Segment Delta,boolean,สัดส่วนไม่เคลื่อนไหว กลุ่มผู้แลกรับ เพิ่มจาก 0,ธง cold-start ของ seg_redeemers_dormant_share (True เมื่อ prev==0 และ current>0),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_redeemers_dormant_share_delta,Segment Delta,number,สัดส่วนไม่เคลื่อนไหว กลุ่มผู้แลกรับ เปลี่ยนแปลง,ค่าเปลี่ยนแปลงของ seg_redeemers_dormant_share เทียบ window ก่อนหน้า (current - prev),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_redeemers_dormant_share_prev,Segment Delta,number,สัดส่วนไม่เคลื่อนไหว กลุ่มผู้แลกรับ ค่าเดิม,ค่า seg_redeemers_dormant_share ของ window ก่อนหน้า (shift=1 ภายในกลุ่ม brand_id+window_size),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_redeemers_dormant_share_wow_pct,Segment Delta,number,สัดส่วนไม่เคลื่อนไหว กลุ่มผู้แลกรับ %เทียบก่อน,เปอร์เซ็นต์เปลี่ยนของ seg_redeemers_dormant_share เทียบ window ก่อนหน้า (delta/prev เมื่อ prev!=0; ไม่เช่นนั้นเป็น null),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_redeemers_gmv_net,Segment KPI,number,GMV สุทธิ กลุ่มผู้แลกรับ,ผลรวม GMV สุทธิของผู้ใช้ในเซกเมนต์ redeemers ภายใน window,src/segments.py::compute_segment_kpis
seg_redeemers_gmv_net_cold_start_increase,Segment Delta,boolean,GMV สุทธิ กลุ่มผู้แลกรับ เพิ่มจาก 0,ธง cold-start ของ seg_redeemers_gmv_net (True เมื่อ prev==0 และ current>0),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_redeemers_gmv_net_delta,Segment Delta,number,GMV สุทธิ กลุ่มผู้แลกรับ เปลี่ยนแปลง,ค่าเปลี่ยนแปลงของ seg_redeemers_gmv_net เทียบ window ก่อนหน้า (current - prev),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_redeemers_gmv_net_prev,Segment Delta,number,GMV สุทธิ กลุ่มผู้แลกรับ ค่าเดิม,ค่า seg_redeemers_gmv_net ของ window ก่อนหน้า (shift=1 ภายในกลุ่ม brand_id+window_size),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_redeemers_gmv_net_wow_pct,Segment Delta,null/unknown,GMV สุทธิ กลุ่มผู้แลกรับ %เทียบก่อน,เปอร์เซ็นต์เปลี่ยนของ seg_redeemers_gmv_net เทียบ window ก่อนหน้า (delta/prev เมื่อ prev!=0; ไม่เช่นนั้นเป็น null),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_redeemers_redeem_rate,Segment KPI,number,อัตราแลก กลุ่มผู้แลกรับ,redeem proxy rate ของเซกเมนต์ redeemers ใน window (redeem_count/activity_count),src/segments.py::compute_segment_kpis
seg_redeemers_redeem_rate_cold_start_increase,Segment Delta,boolean,อัตราแลก กลุ่มผู้แลกรับ เพิ่มจาก 0,ธง cold-start ของ seg_redeemers_redeem_rate (True เมื่อ prev==0 และ current>0),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_redeemers_redeem_rate_delta,Segment Delta,number,อัตราแลก กลุ่มผู้แลกรับ เปลี่ยนแปลง,ค่าเปลี่ยนแปลงของ seg_redeemers_redeem_rate เทียบ window ก่อนหน้า (current - prev),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_redeemers_redeem_rate_prev,Segment Delta,number,อัตราแลก กลุ่มผู้แลกรับ ค่าเดิม,ค่า seg_redeemers_redeem_rate ของ window ก่อนหน้า (shift=1 ภายในกลุ่ม brand_id+window_size),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_redeemers_redeem_rate_wow_pct,Segment Delta,number,อัตราแลก กลุ่มผู้แลกรับ %เทียบก่อน,เปอร์เซ็นต์เปลี่ยนของ seg_redeemers_redeem_rate เทียบ window ก่อนหน้า (delta/prev เมื่อ prev!=0; ไม่เช่นนั้นเป็น null),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_redeemers_share,Segment KPI,number,สัดส่วนผู้ใช้ กลุ่มผู้แลกรับ,สัดส่วนผู้ใช้ของเซกเมนต์ redeemers เทียบกับ population ใน window (share = n_seg / pop_count),src/segments.py::compute_segment_kpis
seg_redeemers_transactions,Segment KPI,number,จำนวนธุรกรรม กลุ่มผู้แลกรับ,ผลรวมจำนวนธุรกรรมของผู้ใช้ในเซกเมนต์ redeemers ภายใน window,src/segments.py::compute_segment_kpis
seg_redeemers_transactions_cold_start_increase,Segment Delta,boolean,จำนวนธุรกรรม กลุ่มผู้แลกรับ เพิ่มจาก 0,ธง cold-start ของ seg_redeemers_transactions (True เมื่อ prev==0 และ current>0),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_redeemers_transactions_delta,Segment Delta,number,จำนวนธุรกรรม กลุ่มผู้แลกรับ เปลี่ยนแปลง,ค่าเปลี่ยนแปลงของ seg_redeemers_transactions เทียบ window ก่อนหน้า (current - prev),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_redeemers_transactions_prev,Segment Delta,number,จำนวนธุรกรรม กลุ่มผู้แลกรับ ค่าเดิม,ค่า seg_redeemers_transactions ของ window ก่อนหน้า (shift=1 ภายในกลุ่ม brand_id+window_size),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_redeemers_transactions_wow_pct,Segment Delta,null/unknown,จำนวนธุรกรรม กลุ่มผู้แลกรับ %เทียบก่อน,เปอร์เซ็นต์เปลี่ยนของ seg_redeemers_transactions เทียบ window ก่อนหน้า (delta/prev เมื่อ prev!=0; ไม่เช่นนั้นเป็น null),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_redeemers_users,Segment KPI,number,จำนวนผู้ใช้ กลุ่มผู้แลกรับ,จำนวนผู้ใช้ในเซกเมนต์ redeemers ภายใน window (n_seg),src/segments.py::compute_segment_kpis
seg_redeemers_users_cold_start_increase,Segment Delta,boolean,จำนวนผู้ใช้ กลุ่มผู้แลกรับ เพิ่มจาก 0,ธง cold-start ของ seg_redeemers_users (True เมื่อ prev==0 และ current>0),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_redeemers_users_delta,Segment Delta,number,จำนวนผู้ใช้ กลุ่มผู้แลกรับ เปลี่ยนแปลง,ค่าเปลี่ยนแปลงของ seg_redeemers_users เทียบ window ก่อนหน้า (current - prev),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_redeemers_users_prev,Segment Delta,number,จำนวนผู้ใช้ กลุ่มผู้แลกรับ ค่าเดิม,ค่า seg_redeemers_users ของ window ก่อนหน้า (shift=1 ภายในกลุ่ม brand_id+window_size),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_redeemers_users_wow_pct,Segment Delta,number,จำนวนผู้ใช้ กลุ่มผู้แลกรับ %เทียบก่อน,เปอร์เซ็นต์เปลี่ยนของ seg_redeemers_users เทียบ window ก่อนหน้า (delta/prev เมื่อ prev!=0; ไม่เช่นนั้นเป็น null),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_repeat_buyers_activity_completion_rate,Segment KPI,number,อัตราทำกิจกรรมสำเร็จ ผู้ซื้อซ้ำ,completion rate ของเซกเมนต์ repeat_buyers ใน window (completed/activity_count),src/segments.py::compute_segment_kpis
seg_repeat_buyers_activity_completion_rate_cold_start_increase,Segment Delta,boolean,อัตราทำกิจกรรมสำเร็จ ผู้ซื้อซ้ำ เพิ่มจาก 0,ธง cold-start ของ seg_repeat_buyers_activity_completion_rate (True เมื่อ prev==0 และ current>0),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_repeat_buyers_activity_completion_rate_delta,Segment Delta,number,อัตราทำกิจกรรมสำเร็จ ผู้ซื้อซ้ำ เปลี่ยนแปลง,ค่าเปลี่ยนแปลงของ seg_repeat_buyers_activity_completion_rate เทียบ window ก่อนหน้า (current - prev),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_repeat_buyers_activity_completion_rate_prev,Segment Delta,number,อัตราทำกิจกรรมสำเร็จ ผู้ซื้อซ้ำ ค่าเดิม,ค่า seg_repeat_buyers_activity_completion_rate ของ window ก่อนหน้า (shift=1 ภายในกลุ่ม brand_id+window_size),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_repeat_buyers_activity_completion_rate_wow_pct,Segment Delta,null/unknown,อัตราทำกิจกรรมสำเร็จ ผู้ซื้อซ้ำ %เทียบก่อน,เปอร์เซ็นต์เปลี่ยนของ seg_repeat_buyers_activity_completion_rate เทียบ window ก่อนหน้า (delta/prev เมื่อ prev!=0; ไม่เช่นนั้นเป็น null),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_repeat_buyers_dormant_share,Segment KPI,number,สัดส่วนไม่เคลื่อนไหว ผู้ซื้อซ้ำ,สัดส่วนผู้ใช้ของเซกเมนต์ repeat_buyers_dormant เทียบกับ population ใน window (share = n_seg / pop_count),src/segments.py::compute_segment_kpis
seg_repeat_buyers_dormant_share_cold_start_increase,Segment Delta,boolean,สัดส่วนไม่เคลื่อนไหว ผู้ซื้อซ้ำ เพิ่มจาก 0,ธง cold-start ของ seg_repeat_buyers_dormant_share (True เมื่อ prev==0 และ current>0),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_repeat_buyers_dormant_share_delta,Segment Delta,number,สัดส่วนไม่เคลื่อนไหว ผู้ซื้อซ้ำ เปลี่ยนแปลง,ค่าเปลี่ยนแปลงของ seg_repeat_buyers_dormant_share เทียบ window ก่อนหน้า (current - prev),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_repeat_buyers_dormant_share_prev,Segment Delta,number,สัดส่วนไม่เคลื่อนไหว ผู้ซื้อซ้ำ ค่าเดิม,ค่า seg_repeat_buyers_dormant_share ของ window ก่อนหน้า (shift=1 ภายในกลุ่ม brand_id+window_size),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_repeat_buyers_dormant_share_wow_pct,Segment Delta,number,สัดส่วนไม่เคลื่อนไหว ผู้ซื้อซ้ำ %เทียบก่อน,เปอร์เซ็นต์เปลี่ยนของ seg_repeat_buyers_dormant_share เทียบ window ก่อนหน้า (delta/prev เมื่อ prev!=0; ไม่เช่นนั้นเป็น null),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_repeat_buyers_gmv_net,Segment KPI,number,GMV สุทธิ ผู้ซื้อซ้ำ,ผลรวม GMV สุทธิของผู้ใช้ในเซกเมนต์ repeat_buyers ภายใน window,src/segments.py::compute_segment_kpis
seg_repeat_buyers_gmv_net_cold_start_increase,Segment Delta,boolean,GMV สุทธิ ผู้ซื้อซ้ำ เพิ่มจาก 0,ธง cold-start ของ seg_repeat_buyers_gmv_net (True เมื่อ prev==0 และ current>0),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_repeat_buyers_gmv_net_delta,Segment Delta,number,GMV สุทธิ ผู้ซื้อซ้ำ เปลี่ยนแปลง,ค่าเปลี่ยนแปลงของ seg_repeat_buyers_gmv_net เทียบ window ก่อนหน้า (current - prev),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_repeat_buyers_gmv_net_prev,Segment Delta,number,GMV สุทธิ ผู้ซื้อซ้ำ ค่าเดิม,ค่า seg_repeat_buyers_gmv_net ของ window ก่อนหน้า (shift=1 ภายในกลุ่ม brand_id+window_size),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_repeat_buyers_gmv_net_wow_pct,Segment Delta,number,GMV สุทธิ ผู้ซื้อซ้ำ %เทียบก่อน,เปอร์เซ็นต์เปลี่ยนของ seg_repeat_buyers_gmv_net เทียบ window ก่อนหน้า (delta/prev เมื่อ prev!=0; ไม่เช่นนั้นเป็น null),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_repeat_buyers_redeem_rate,Segment KPI,number,อัตราแลก ผู้ซื้อซ้ำ,redeem proxy rate ของเซกเมนต์ repeat_buyers ใน window (redeem_count/activity_count),src/segments.py::compute_segment_kpis
seg_repeat_buyers_redeem_rate_cold_start_increase,Segment Delta,boolean,อัตราแลก ผู้ซื้อซ้ำ เพิ่มจาก 0,ธง cold-start ของ seg_repeat_buyers_redeem_rate (True เมื่อ prev==0 และ current>0),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_repeat_buyers_redeem_rate_delta,Segment Delta,number,อัตราแลก ผู้ซื้อซ้ำ เปลี่ยนแปลง,ค่าเปลี่ยนแปลงของ seg_repeat_buyers_redeem_rate เทียบ window ก่อนหน้า (current - prev),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_repeat_buyers_redeem_rate_prev,Segment Delta,number,อัตราแลก ผู้ซื้อซ้ำ ค่าเดิม,ค่า seg_repeat_buyers_redeem_rate ของ window ก่อนหน้า (shift=1 ภายในกลุ่ม brand_id+window_size),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_repeat_buyers_redeem_rate_wow_pct,Segment Delta,null/unknown,อัตราแลก ผู้ซื้อซ้ำ %เทียบก่อน,เปอร์เซ็นต์เปลี่ยนของ seg_repeat_buyers_redeem_rate เทียบ window ก่อนหน้า (delta/prev เมื่อ prev!=0; ไม่เช่นนั้นเป็น null),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_repeat_buyers_share,Segment KPI,number,สัดส่วนผู้ใช้ ผู้ซื้อซ้ำ,สัดส่วนผู้ใช้ของเซกเมนต์ repeat_buyers เทียบกับ population ใน window (share = n_seg / pop_count),src/segments.py::compute_segment_kpis
seg_repeat_buyers_transactions,Segment KPI,number,จำนวนธุรกรรม ผู้ซื้อซ้ำ,ผลรวมจำนวนธุรกรรมของผู้ใช้ในเซกเมนต์ repeat_buyers ภายใน window,src/segments.py::compute_segment_kpis
seg_repeat_buyers_transactions_cold_start_increase,Segment Delta,boolean,จำนวนธุรกรรม ผู้ซื้อซ้ำ เพิ่มจาก 0,ธง cold-start ของ seg_repeat_buyers_transactions (True เมื่อ prev==0 และ current>0),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_repeat_buyers_transactions_delta,Segment Delta,number,จำนวนธุรกรรม ผู้ซื้อซ้ำ เปลี่ยนแปลง,ค่าเปลี่ยนแปลงของ seg_repeat_buyers_transactions เทียบ window ก่อนหน้า (current - prev),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_repeat_buyers_transactions_prev,Segment Delta,number,จำนวนธุรกรรม ผู้ซื้อซ้ำ ค่าเดิม,ค่า seg_repeat_buyers_transactions ของ window ก่อนหน้า (shift=1 ภายในกลุ่ม brand_id+window_size),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_repeat_buyers_transactions_wow_pct,Segment Delta,number,จำนวนธุรกรรม ผู้ซื้อซ้ำ %เทียบก่อน,เปอร์เซ็นต์เปลี่ยนของ seg_repeat_buyers_transactions เทียบ window ก่อนหน้า (delta/prev เมื่อ prev!=0; ไม่เช่นนั้นเป็น null),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_repeat_buyers_users,Segment KPI,number,จำนวนผู้ใช้ ผู้ซื้อซ้ำ,จำนวนผู้ใช้ในเซกเมนต์ repeat_buyers ภายใน window (n_seg),src/segments.py::compute_segment_kpis
seg_repeat_buyers_users_cold_start_increase,Segment Delta,boolean,จำนวนผู้ใช้ ผู้ซื้อซ้ำ เพิ่มจาก 0,ธง cold-start ของ seg_repeat_buyers_users (True เมื่อ prev==0 และ current>0),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_repeat_buyers_users_delta,Segment Delta,number,จำนวนผู้ใช้ ผู้ซื้อซ้ำ เปลี่ยนแปลง,ค่าเปลี่ยนแปลงของ seg_repeat_buyers_users เทียบ window ก่อนหน้า (current - prev),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_repeat_buyers_users_prev,Segment Delta,number,จำนวนผู้ใช้ ผู้ซื้อซ้ำ ค่าเดิม,ค่า seg_repeat_buyers_users ของ window ก่อนหน้า (shift=1 ภายในกลุ่ม brand_id+window_size),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
seg_repeat_buyers_users_wow_pct,Segment Delta,number,จำนวนผู้ใช้ ผู้ซื้อซ้ำ %เทียบก่อน,เปอร์เซ็นต์เปลี่ยนของ seg_repeat_buyers_users เทียบ window ก่อนหน้า (delta/prev เมื่อ prev!=0; ไม่เช่นนั้นเป็น null),src/infer.py::_add_segment_deltas src/segments.py::compute_segment_kpis
